n,predicted_prime_at,is_prime,is_prime_next,Phi_cent,Phi_choice,Spike_basic,RuptureSpike,Peak_ok,GateC,FinalSpike
2560,2561,False,False,0.996095656417765,0.996095656417765,True,True,True,False,False
2562,2563,False,False,0.995114006514658,0.995114006514658,True,True,True,False,False
2566,2567,False,False,0.991075050709939,0.991075050709939,True,True,True,False,False
2572,2573,False,False,0.994581414250881,0.994581414250881,True,True,True,False,False
2578,2579,False,True,0.994311255587160,0.994311255587160,True,True,True,True,True
2580,2581,False,False,0.995764092538286,0.995764092538286,True,True,True,False,False
2586,2587,False,False,0.994036324207102,0.994036324207102,True,True,True,False,False
2590,2591,False,True,0.995520260639381,0.995520260639381,True,True,True,True,True
2592,2593,False,True,0.996384344210431,0.996384344210431,True,True,True,True,True
2598,2599,False,False,0.994036324207102,0.994036324207102,True,True,True,False,False
2602,2603,False,False,0.991883116883117,0.991883116883117,True,True,True,False,False
2608,2609,False,True,0.995446414051065,0.995446414051065,True,True,True,True,True
2616,2617,False,True,0.995767540289761,0.995767540289761,True,True,True,True,True
2620,2621,False,True,0.994712222900142,0.994712222900142,True,True,True,True,True
2622,2623,False,False,0.995520260639381,0.995520260639381,True,True,True,False,False
2626,2627,False,False,0.992955838526145,0.992955838526145,True,True,True,False,False
2628,2629,False,False,0.995442708333333,0.995442708333333,True,True,True,False,False
2632,2633,False,True,0.995767540289761,0.995767540289761,True,True,True,True,True
2640,2641,False,False,0.995578310449151,0.995578310449151,True,True,True,False,False
2646,2647,False,True,0.995659251220836,0.995659251220836,True,True,True,True,True
2650,2651,False,False,0.995117982099268,0.995117982099268,True,True,True,False,False
2656,2657,False,True,0.995392329583955,0.995392329583955,True,True,True,True,True
2658,2659,False,True,0.995659251220836,0.995659251220836,True,True,True,True,True
2662,2663,False,True,0.995527546249238,0.995527546249238,True,True,True,True,True
2668,2669,False,False,0.994712222900142,0.994712222900142,True,True,True,False,False
2670,2671,False,True,0.995520260639381,0.995520260639381,True,True,True,True,True
2676,2677,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
2682,2683,False,True,0.995523906408952,0.995523906408952,True,True,True,True,True
2686,2687,False,True,0.994577006507592,0.994577006507592,True,True,True,True,True
2688,2689,False,True,0.996381400398046,0.996381400398046,True,True,True,True,True
2692,2693,False,True,0.994041170097508,0.994041170097508,True,True,True,True,True
2698,2699,False,True,0.994577006507592,0.994577006507592,True,True,True,True,True
2700,2701,False,False,0.996046051866496,0.996046051866496,True,True,True,False,False
2706,2707,False,True,0.995520260639381,0.995520260639381,True,True,True,True,True
2710,2711,False,True,0.994036324207102,0.994036324207102,True,True,True,True,True
2712,2713,False,True,0.996092478020189,0.996092478020189,True,True,True,True,True
2716,2717,False,False,0.994306628710858,0.994306628710858,True,True,True,False,False
2718,2719,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
2728,2729,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
2730,2731,False,True,0.996086105675147,0.996086105675147,True,True,True,True,True
2740,2741,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
2742,2743,False,False,0.995117982099268,0.995117982099268,True,True,True,False,False
2746,2747,False,False,0.991883116883117,0.991883116883117,True,True,True,False,False
2748,2749,False,True,0.995523906408952,0.995523906408952,True,True,True,True,True
2752,2753,False,True,0.995817357964448,0.995817357964448,True,True,True,True,True
2758,2759,False,False,0.994577006507592,0.994577006507592,True,True,True,False,False
2760,2761,False,False,0.995655715449362,0.995655715449362,True,True,True,False,False
2766,2767,False,True,0.994577006507592,0.994577006507592,True,True,True,True,True
2770,2771,False,False,0.994036324207102,0.994036324207102,True,True,True,False,False
2772,2773,False,False,0.995655715449362,0.995655715449362,True,True,True,False,False
2776,2777,False,True,0.994716521032310,0.994716521032310,True,True,True,True,True
2782,2783,False,False,0.992955838526145,0.992955838526145,True,True,True,False,False
2788,2789,False,True,0.995523906408952,0.995523906408952,True,True,True,True,True
2790,2791,False,True,0.996089294443539,0.996089294443539,True,True,True,True,True
2796,2797,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
2800,2801,False,True,0.995813953488372,0.995813953488372,True,True,True,True,True
2802,2803,False,True,0.995659251220836,0.995659251220836,True,True,True,True,True
2808,2809,False,False,0.995813953488372,0.995813953488372,True,True,True,False,False
2812,2813,False,False,0.995117982099268,0.995117982099268,True,True,True,False,False
2818,2819,False,True,0.993501218521527,0.993501218521527,True,True,True,True,True
2826,2827,False,False,0.994712222900142,0.994712222900142,True,True,True,False,False
2830,2831,False,False,0.994036324207102,0.994036324207102,True,True,True,False,False
2832,2833,False,True,0.995929995929996,0.995929995929996,True,True,True,True,True
2836,2837,False,True,0.992961559285328,0.992961559285328,True,True,True,True,True
2838,2839,False,False,0.995520260639381,0.995520260639381,True,True,True,False,False
2842,2843,False,True,0.995523906408952,0.995523906408952,True,True,True,True,True
2850,2851,False,True,0.995438996579247,0.995438996579247,True,True,True,True,True
2856,2857,False,True,0.995926680244399,0.995926680244399,True,True,True,True,True
2860,2861,False,True,0.995764092538286,0.995764092538286,True,True,True,True,True
2866,2867,False,False,0.992691839220463,0.992691839220463,True,True,True,False,False
2868,2869,False,False,0.995117982099268,0.995117982099268,True,True,True,False,False
2872,2873,False,False,0.993906154783669,0.993906154783669,True,True,True,False,False
2878,2879,False,True,0.993501218521527,0.993501218521527,True,True,True,True,True
2880,2881,False,False,0.996200814111262,0.996200814111262,True,True,True,False,False
2886,2887,False,True,0.995520260639381,0.995520260639381,True,True,True,True,True
2892,2893,False,False,0.994712222900142,0.994712222900142,True,True,True,False,False
2896,2897,False,True,0.995446414051065,0.995446414051065,True,True,True,True,True
2898,2899,False,False,0.995764092538286,0.995764092538286,True,True,True,False,False
2902,2903,False,True,0.994311255587160,0.994311255587160,True,True,True,True,True
2908,2909,False,True,0.994041170097508,0.994041170097508,True,True,True,True,True
2910,2911,False,False,0.995520260639381,0.995520260639381,True,True,True,False,False
2916,2917,False,True,0.995933306222041,0.995933306222041,True,True,True,True,True
2920,2921,False,False,0.995117982099268,0.995117982099268,True,True,True,False,False
2922,2923,False,False,0.994577006507592,0.994577006507592,True,True,True,False,False
2926,2927,False,True,0.994301994301994,0.994301994301994,True,True,True,True,True
2928,2929,False,False,0.995929995929996,0.995929995929996,True,True,True,False,False
2938,2939,False,True,0.994577006507592,0.994577006507592,True,True,True,True,True
2940,2941,False,False,0.995926680244399,0.995926680244399,True,True,True,False,False
2950,2951,False,False,0.995117982099268,0.995117982099268,True,True,True,False,False
2952,2953,False,True,0.995929995929996,0.995929995929996,True,True,True,True,True
2956,2957,False,True,0.994581414250881,0.994581414250881,True,True,True,True,True
2958,2959,False,False,0.995520260639381,0.995520260639381,True,True,True,False,False
2962,2963,False,True,0.992691839220463,0.992691839220463,True,True,True,True,True
2968,2969,False,True,0.995442708333333,0.995442708333333,True,True,True,True,True
2970,2971,False,True,0.996197718631179,0.996197718631179,True,True,True,True,True
2976,2977,False,False,0.995349918623576,0.995349918623576,True,True,True,False,False
2980,2981,False,False,0.994712222900142,0.994712222900142,True,True,True,False,False
2982,2983,False,False,0.995114006514658,0.995114006514658,True,True,True,False,False
2986,2987,False,False,0.992691839220463,0.992691839220463,True,True,True,False,False
2992,2993,False,False,0.995659251220836,0.995659251220836,True,True,True,False,False
2998,2999,False,True,0.991883116883117,0.991883116883117,True,True,True,True,True
3000,3001,False,True,0.996278204233543,0.996278204233543,True,True,True,True,True
3006,3007,False,False,0.995117982099268,0.995117982099268,True,True,True,False,False
3010,3011,False,True,0.995114006514658,0.995114006514658,True,True,True,True,True
3012,3013,False,False,0.995523906408952,0.995523906408952,True,True,True,False,False
3018,3019,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
3022,3023,False,True,0.993501218521527,0.993501218521527,True,True,True,True,True
3028,3029,False,False,0.994581414250881,0.994581414250881,True,True,True,False,False
3036,3037,False,True,0.995764092538286,0.995764092538286,True,True,True,True,True
3040,3041,False,True,0.996046051866496,0.996046051866496,True,True,True,True,True
3042,3043,False,False,0.995767540289761,0.995767540289761,True,True,True,False,False
3046,3047,False,False,0.991883116883117,0.991883116883117,True,True,True,False,False
3048,3049,False,True,0.995767540289761,0.995767540289761,True,True,True,True,True
3052,3053,False,False,0.994306628710858,0.994306628710858,True,True,True,False,False
3060,3061,False,True,0.995655715449362,0.995655715449362,True,True,True,True,True
3066,3067,False,True,0.995520260639381,0.995520260639381,True,True,True,True,True
3070,3071,False,False,0.993495934959350,0.993495934959350,True,True,True,False,False
3076,3077,False,False,0.993501218521527,0.993501218521527,True,True,True,False,False
3078,3079,False,True,0.995929995929996,0.995929995929996,True,True,True,True,True
3082,3083,False,True,0.994577006507592,0.994577006507592,True,True,True,True,True
3088,3089,False,True,0.994797593887173,0.994797593887173,True,True,True,True,True
3090,3091,False,False,0.995520260639381,0.995520260639381,True,True,True,False,False
3096,3097,False,False,0.995659251220836,0.995659251220836,True,True,True,False,False
3102,3103,False,False,0.995114006514658,0.995114006514658,True,True,True,False,False
3106,3107,False,False,0.991075050709939,0.991075050709939,True,True,True,False,False
3108,3109,False,True,0.995764092538286,0.995764092538286,True,True,True,True,True
3112,3113,False,False,0.994716521032310,0.994716521032310,True,True,True,False,False
3118,3119,False,True,0.994311255587160,0.994311255587160,True,True,True,True,True
3120,3121,False,True,0.996275171691305,0.996275171691305,True,True,True,True,True
3126,3127,False,False,0.992955838526145,0.992955838526145,True,True,True,False,False
3130,3131,False,False,0.994036324207102,0.994036324207102,True,True,True,False,False
3132,3133,False,False,0.995659251220836,0.995659251220836,True,True,True,False,False
3136,3137,False,True,0.995730405611467,0.995730405611467,True,True,True,True,True
3138,3139,False,False,0.995117982099268,0.995117982099268,True,True,True,False,False
3148,3149,False,False,0.994581414250881,0.994581414250881,True,True,True,False,False
3150,3151,False,False,0.995655715449362,0.995655715449362,True,True,True,False,False
3160,3161,False,False,0.994144437215355,0.994144437215355,True,True,True,False,False
3162,3163,False,True,0.995520260639381,0.995520260639381,True,True,True,True,True
3166,3167,False,True,0.993501218521527,0.993501218521527,True,True,True,True,True
3168,3169,False,True,0.996336250763281,0.996336250763281,True,True,True,True,True
3172,3173,False,False,0.994712222900142,0.994712222900142,True,True,True,False,False
3178,3179,False,False,0.993495934959350,0.993495934959350,True,True,True,False,False
3180,3181,False,True,0.995438996579247,0.995438996579247,True,True,True,True,True
3186,3187,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
3190,3191,False,True,0.995520260639381,0.995520260639381,True,True,True,True,True
3192,3193,False,False,0.995926680244399,0.995926680244399,True,True,True,False,False
3196,3197,False,False,0.994306628710858,0.994306628710858,True,True,True,False,False
3202,3203,False,True,0.993501218521527,0.993501218521527,True,True,True,True,True
3208,3209,False,True,0.995527546249238,0.995527546249238,True,True,True,True,True
3210,3211,False,False,0.995114006514658,0.995114006514658,True,True,True,False,False
3216,3217,False,True,0.995929995929996,0.995929995929996,True,True,True,True,True
3220,3221,False,True,0.995438996579247,0.995438996579247,True,True,True,True,True
3222,3223,False,False,0.995523906408952,0.995523906408952,True,True,True,False,False
3228,3229,False,True,0.995523906408952,0.995523906408952,True,True,True,True,True
3232,3233,False,False,0.995392329583955,0.995392329583955,True,True,True,False,False
3238,3239,False,False,0.992691839220463,0.992691839220463,True,True,True,False,False
3246,3247,False,False,0.994036324207102,0.994036324207102,True,True,True,False,False
3250,3251,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
3252,3253,False,True,0.995929995929996,0.995929995929996,True,True,True,True,True
3256,3257,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
3258,3259,False,True,0.995929995929996,0.995929995929996,True,True,True,True,True
3262,3263,False,False,0.994577006507592,0.994577006507592,True,True,True,False,False
3270,3271,False,True,0.995520260639381,0.995520260639381,True,True,True,True,True
3276,3277,False,False,0.995384824216099,0.995384824216099,True,True,True,False,False
3280,3281,False,False,0.995659251220836,0.995659251220836,True,True,True,False,False
3286,3287,False,False,0.993495934959350,0.993495934959350,True,True,True,False,False
3288,3289,False,False,0.995117982099268,0.995117982099268,True,True,True,False,False
3292,3293,False,False,0.994581414250881,0.994581414250881,True,True,True,False,False
3298,3299,False,True,0.994577006507592,0.994577006507592,True,True,True,True,True
3300,3301,False,True,0.996197718631179,0.996197718631179,True,True,True,True,True
3306,3307,False,True,0.995520260639381,0.995520260639381,True,True,True,True,True
3312,3313,False,True,0.995813953488372,0.995813953488372,True,True,True,True,True
3316,3317,False,False,0.993501218521527,0.993501218521527,True,True,True,False,False
3318,3319,False,True,0.995520260639381,0.995520260639381,True,True,True,True,True
3322,3323,False,True,0.993495934959350,0.993495934959350,True,True,True,True,True
3328,3329,False,True,0.996203904555314,0.996203904555314,True,True,True,True,True
3330,3331,False,True,0.996089294443539,0.996089294443539,True,True,True,True,True
3336,3337,False,False,0.995117982099268,0.995117982099268,True,True,True,False,False
3340,3341,False,False,0.994306628710858,0.994306628710858,True,True,True,False,False
3342,3343,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
3346,3347,False,True,0.994577006507592,0.994577006507592,True,True,True,True,True
3348,3349,False,False,0.995929995929996,0.995929995929996,True,True,True,False,False
3358,3359,False,True,0.994577006507592,0.994577006507592,True,True,True,True,True
3360,3361,False,True,0.996333265430841,0.996333265430841,True,True,True,True,True
3370,3371,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
3372,3373,False,True,0.995929995929996,0.995929995929996,True,True,True,True,True
3376,3377,False,False,0.994149195514383,0.994149195514383,True,True,True,False,False
3378,3379,False,False,0.994577006507592,0.994577006507592,True,True,True,False,False
3382,3383,False,False,0.993495934959350,0.993495934959350,True,True,True,False,False
3388,3389,False,True,0.995767540289761,0.995767540289761,True,True,True,True,True
3390,3391,False,True,0.995926680244399,0.995926680244399,True,True,True,True,True
3396,3397,False,False,0.994712222900142,0.994712222900142,True,True,True,False,False
3400,3401,False,False,0.995388579953886,0.995388579953886,True,True,True,False,False
3402,3403,False,False,0.995813953488372,0.995813953488372,True,True,True,False,False
3406,3407,False,True,0.994577006507592,0.994577006507592,True,True,True,True,True
3412,3413,False,True,0.994581414250881,0.994581414250881,True,True,True,True,True
3418,3419,False,False,0.992691839220463,0.992691839220463,True,True,True,False,False
3420,3421,False,False,0.995655715449362,0.995655715449362,True,True,True,False,False
3426,3427,False,False,0.994036324207102,0.994036324207102,True,True,True,False,False
3430,3431,False,False,0.994793361535958,0.994793361535958,True,True,True,False,False
3432,3433,False,True,0.995926680244399,0.995926680244399,True,True,True,True,True
3438,3439,False,False,0.995117982099268,0.995117982099268,True,True,True,False,False
3442,3443,False,False,0.992691839220463,0.992691839220463,True,True,True,False,False
3448,3449,False,True,0.995121951219512,0.995121951219512,True,True,True,True,True
3456,3457,False,True,0.996258033026926,0.996258033026926,True,True,True,True,True
3460,3461,False,True,0.995523906408952,0.995523906408952,True,True,True,True,True
3462,3463,False,True,0.995659251220836,0.995659251220836,True,True,True,True,True
3466,3467,False,True,0.991883116883117,0.991883116883117,True,True,True,True,True
3468,3469,False,True,0.996092478020189,0.996092478020189,True,True,True,True,True
3472,3473,False,False,0.995388579953886,0.995388579953886,True,True,True,False,False
3480,3481,False,False,0.995384824216099,0.995384824216099,True,True,True,False,False
3486,3487,False,False,0.994707917769184,0.994707917769184,True,True,True,False,False
3490,3491,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
3496,3497,False,False,0.995117982099268,0.995117982099268,True,True,True,False,False
3498,3499,False,True,0.995520260639381,0.995520260639381,True,True,True,True,True
3502,3503,False,False,0.994036324207102,0.994036324207102,True,True,True,False,False
3508,3509,False,False,0.993501218521527,0.993501218521527,True,True,True,False,False
3510,3511,False,True,0.995655715449362,0.995655715449362,True,True,True,True,True
3516,3517,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
3522,3523,False,False,0.994577006507592,0.994577006507592,True,True,True,False,False
3526,3527,False,True,0.994036324207102,0.994036324207102,True,True,True,True,True
3528,3529,False,True,0.996278204233543,0.996278204233543,True,True,True,True,True
3532,3533,False,True,0.994581414250881,0.994581414250881,True,True,True,True,True
3538,3539,False,True,0.994036324207102,0.994036324207102,True,True,True,True,True
3540,3541,False,True,0.996089294443539,0.996089294443539,True,True,True,True,True
3546,3547,False,True,0.995523906408952,0.995523906408952,True,True,True,True,True
3550,3551,False,False,0.994306628710858,0.994306628710858,True,True,True,False,False
3552,3553,False,False,0.995581909080339,0.995581909080339,True,True,True,False,False
3556,3557,False,True,0.994712222900142,0.994712222900142,True,True,True,True,True
3558,3559,False,True,0.995659251220836,0.995659251220836,True,True,True,True,True
3568,3569,False,False,0.995121951219512,0.995121951219512,True,True,True,False,False
3570,3571,False,True,0.995760639165172,0.995760639165172,True,True,True,True,True
3580,3581,False,True,0.995523906408952,0.995523906408952,True,True,True,True,True
3582,3583,False,True,0.995929995929996,0.995929995929996,True,True,True,True,True
3586,3587,False,False,0.994036324207102,0.994036324207102,True,True,True,False,False
3588,3589,False,False,0.995438996579247,0.995438996579247,True,True,True,False,False
3592,3593,False,True,0.994311255587160,0.994311255587160,True,True,True,True,True
3598,3599,False,False,0.994036324207102,0.994036324207102,True,True,True,False,False
3600,3601,False,False,0.995929995929996,0.995929995929996,True,True,True,False,False
3606,3607,False,True,0.994577006507592,0.994577006507592,True,True,True,True,True
3610,3611,False,False,0.994712222900142,0.994712222900142,True,True,True,False,False
3612,3613,False,True,0.995764092538286,0.995764092538286,True,True,True,True,True
3616,3617,False,True,0.995662781241529,0.995662781241529,True,True,True,True,True
3622,3623,False,True,0.993501218521527,0.993501218521527,True,True,True,True,True
3628,3629,False,False,0.993501218521527,0.993501218521527,True,True,True,False,False
3630,3631,False,True,0.995764092538286,0.995764092538286,True,True,True,True,True
3636,3637,False,True,0.995767540289761,0.995767540289761,True,True,True,True,True
3640,3641,False,False,0.995655715449362,0.995655715449362,True,True,True,False,False
3642,3643,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
3648,3649,False,False,0.995929995929996,0.995929995929996,True,True,True,False,False
3652,3653,False,False,0.995117982099268,0.995117982099268,True,True,True,False,False
3658,3659,False,True,0.994577006507592,0.994577006507592,True,True,True,True,True
3666,3667,False,False,0.995114006514658,0.995114006514658,True,True,True,False,False
3670,3671,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
3672,3673,False,True,0.996278204233543,0.996278204233543,True,True,True,True,True
3676,3677,False,True,0.993501218521527,0.993501218521527,True,True,True,True,True
3678,3679,False,False,0.995117982099268,0.995117982099268,True,True,True,False,False
3682,3683,False,False,0.994036324207102,0.994036324207102,True,True,True,False,False
3690,3691,False,True,0.995438996579247,0.995438996579247,True,True,True,True,True
3696,3697,False,True,0.996042830540037,0.996042830540037,True,True,True,True,True
3700,3701,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
3706,3707,False,False,0.993495934959350,0.993495934959350,True,True,True,False,False
3708,3709,False,True,0.995767540289761,0.995767540289761,True,True,True,True,True
3712,3713,False,False,0.995933306222041,0.995933306222041,True,True,True,False,False
3718,3719,False,True,0.994712222900142,0.994712222900142,True,True,True,True,True
3720,3721,False,False,0.995926680244399,0.995926680244399,True,True,True,False,False
3726,3727,False,True,0.995659251220836,0.995659251220836,True,True,True,True,True
3732,3733,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
3736,3737,False,False,0.994311255587160,0.994311255587160,True,True,True,False,False
3738,3739,False,True,0.995520260639381,0.995520260639381,True,True,True,True,True
3742,3743,False,False,0.992691839220463,0.992691839220463,True,True,True,False,False
3748,3749,False,False,0.994581414250881,0.994581414250881,True,True,True,False,False
3750,3751,False,False,0.995388579953886,0.995388579953886,True,True,True,False,False
3756,3757,False,False,0.994712222900142,0.994712222900142,True,True,True,False,False
3760,3761,False,True,0.995659251220836,0.995659251220836,True,True,True,True,True
3762,3763,False,False,0.995764092538286,0.995764092538286,True,True,True,False,False
3766,3767,False,True,0.994577006507592,0.994577006507592,True,True,True,True,True
3768,3769,False,True,0.996092478020189,0.996092478020189,True,True,True,True,True
3778,3779,False,True,0.994311255587160,0.994311255587160,True,True,True,True,True
3780,3781,False,False,0.996042830540037,0.996042830540037,True,True,True,False,False
3790,3791,False,False,0.994036324207102,0.994036324207102,True,True,True,False,False
3792,3793,False,True,0.995929995929996,0.995929995929996,True,True,True,True,True
3796,3797,False,True,0.994712222900142,0.994712222900142,True,True,True,True,True
3798,3799,False,False,0.995523906408952,0.995523906408952,True,True,True,False,False
3802,3803,False,True,0.993501218521527,0.993501218521527,True,True,True,True,True
3808,3809,False,False,0.995117982099268,0.995117982099268,True,True,True,False,False
3810,3811,False,False,0.995114006514658,0.995114006514658,True,True,True,False,False
3816,3817,False,False,0.995388579953886,0.995388579953886,True,True,True,False,False
3820,3821,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
3822,3823,False,True,0.996089294443539,0.996089294443539,True,True,True,True,True
3826,3827,False,False,0.991075050709939,0.991075050709939,True,True,True,False,False
3832,3833,False,True,0.995527546249238,0.995527546249238,True,True,True,True,True
3838,3839,False,False,0.994577006507592,0.994577006507592,True,True,True,False,False
3840,3841,False,False,0.996092478020189,0.996092478020189,True,True,True,False,False
3846,3847,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
3850,3851,False,True,0.995764092538286,0.995764092538286,True,True,True,True,True
3852,3853,False,True,0.996092478020189,0.996092478020189,True,True,True,True,True
3858,3859,False,False,0.994036324207102,0.994036324207102,True,True,True,False,False
3862,3863,False,True,0.991883116883117,0.991883116883117,True,True,True,True,True
3868,3869,False,False,0.994581414250881,0.994581414250881,True,True,True,False,False
3876,3877,False,True,0.995114006514658,0.995114006514658,True,True,True,True,True
3880,3881,False,True,0.995442708333333,0.995442708333333,True,True,True,True,True
3882,3883,False,False,0.995117982099268,0.995117982099268,True,True,True,False,False
3886,3887,False,False,0.992955838526145,0.992955838526145,True,True,True,False,False
3888,3889,False,True,0.996023497514686,0.996023497514686,True,True,True,True,True
3892,3893,False,False,0.995117982099268,0.995117982099268,True,True,True,False,False
3900,3901,False,False,0.995655715449362,0.995655715449362,True,True,True,False,False
3906,3907,False,True,0.995438996579247,0.995438996579247,True,True,True,True,True
3910,3911,False,True,0.995520260639381,0.995520260639381,True,True,True,True,True
3916,3917,False,True,0.994306628710858,0.994306628710858,True,True,True,True,True
3918,3919,False,True,0.995659251220836,0.995659251220836,True,True,True,True,True
3922,3923,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
3928,3929,False,True,0.994716521032310,0.994716521032310,True,True,True,True,True
3930,3931,False,True,0.995926680244399,0.995926680244399,True,True,True,True,True
3936,3937,False,False,0.995813953488372,0.995813953488372,True,True,True,False,False
3942,3943,False,True,0.995767540289761,0.995767540289761,True,True,True,True,True
3946,3947,False,True,0.993501218521527,0.993501218521527,True,True,True,True,True
3948,3949,False,False,0.995764092538286,0.995764092538286,True,True,True,False,False
3952,3953,False,False,0.995388579953886,0.995388579953886,True,True,True,False,False
3958,3959,False,False,0.993501218521527,0.993501218521527,True,True,True,False,False
3960,3961,False,False,0.995810543465612,0.995810543465612,True,True,True,False,False
3966,3967,False,True,0.994577006507592,0.994577006507592,True,True,True,True,True
3970,3971,False,False,0.991876523151909,0.991876523151909,True,True,True,False,False
3972,3973,False,False,0.994712222900142,0.994712222900142,True,True,True,False,False
3976,3977,False,False,0.994793361535958,0.994793361535958,True,True,True,False,False
3978,3979,False,False,0.995438996579247,0.995438996579247,True,True,True,False,False
3988,3989,False,True,0.994581414250881,0.994581414250881,True,True,True,True,True
3990,3991,False,False,0.995760639165172,0.995760639165172,True,True,True,False,False
4000,4001,False,True,0.995933306222041,0.995933306222041,True,True,True,True,True
4002,4003,False,True,0.995926680244399,0.995926680244399,True,True,True,True,True
4006,4007,False,True,0.992691839220463,0.992691839220463,True,True,True,True,True
4008,4009,False,False,0.995767540289761,0.995767540289761,True,True,True,False,False
4012,4013,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
4018,4019,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
4020,4021,False,True,0.996089294443539,0.996089294443539,True,True,True,True,True
4026,4027,False,True,0.994707917769184,0.994707917769184,True,True,True,True,True
4030,4031,False,False,0.994707917769184,0.994707917769184,True,True,True,False,False
4032,4033,False,False,0.996020260492041,0.996020260492041,True,True,True,False,False
4036,4037,False,False,0.994041170097508,0.994041170097508,True,True,True,False,False
4042,4043,False,False,0.994036324207102,0.994036324207102,True,True,True,False,False
4048,4049,False,True,0.995659251220836,0.995659251220836,True,True,True,True,True
4050,4051,False,True,0.996278204233543,0.996278204233543,True,True,True,True,True
4056,4057,False,True,0.995929995929996,0.995929995929996,True,True,True,True,True
4060,4061,False,False,0.994789122292786,0.994789122292786,True,True,True,False,False
4062,4063,False,False,0.994577006507592,0.994577006507592,True,True,True,False,False
4068,4069,False,False,0.995117982099268,0.995117982099268,True,True,True,False,False
4072,4073,False,True,0.995121951219512,0.995121951219512,True,True,True,True,True
4078,4079,False,True,0.992691839220463,0.992691839220463,True,True,True,True,True
4086,4087,False,False,0.994712222900142,0.994712222900142,True,True,True,False,False
4090,4091,False,True,0.994577006507592,0.994577006507592,True,True,True,True,True
4092,4093,False,True,0.996089294443539,0.996089294443539,True,True,True,True,True
4096,4097,False,False,0.995801449177219,0.995801449177219,True,True,True,False,False
4098,4099,False,True,0.995117982099268,0.995117982099268,True,True,True,True,True
4102,4103,False,False,0.994577006507592,0.994577006507592,True,True,True,False,False
4110,4111,False,True,0.995520260639381,0.995520260639381,True,True,True,True,True
4116,4117,False,False,0.995659251220836,0.995659251220836,True,True,True,False,False
4120,4121,False,False,0.995442708333333,0.995442708333333,True,True,True,False,False
4126,4127,False,True,0.991883116883117,0.991883116883117,True,True,True,True,True
4128,4129,False,True,0.996278204233543,0.996278204233543,True,True,True,True,True
4132,4133,False,True,0.992961559285328,0.992961559285328,True,True,True,True,True
4138,4139,False,True,0.993501218521527,0.993501218521527,True,True,True,True,True
4140,4141,False,False,0.995926680244399,0.995926680244399,True,True,True,False,False
4146,4147,False,False,0.994036324207102,0.994036324207102,True,True,True,False,False
4152,4153,False,True,0.995767540289761,0.995767540289761,True,True,True,True,True
4156,4157,False,True,0.994581414250881,0.994581414250881,True,True,True,True,True
4158,4159,False,True,0.996197718631179,0.996197718631179,True,True,True,True,True
4162,4163,False,False,0.992691839220463,0.992691839220463,True,True,True,False,False
4168,4169,False,False,0.994716521032310,0.994716521032310,True,True,True,False,False
4170,4171,False,False,0.995114006514658,0.995114006514658,True,True,True,False,False
4176,4177,False,True,0.995813953488372,0.995813953488372,True,True,True,True,True
4180,4181,False,False,0.995114006514658,0.995114006514658,True,True,True,False,False
4182,4183,False,False,0.995114006514658,0.995114006514658,True,True,True,False,False
4186,4187,False,False,0.993896236012208,0.993896236012208,True,True,True,False,False
4188,4189,False,False,0.995117982099268,0.995117982099268,True,True,True,False,False
4198,4199,False,False,0.992691839220463,0.992691839220463,True,True,True,False,False
4200,4201,False,True,0.995810543465612,0.995810543465612,True,True,True,True,True
4210,4211,False,True,0.994577006507592,0.994577006507592,True,True,True,True,True
4212,4213,False,False,0.996046051866496,0.996046051866496,True,True,True,False,False
4216,4217,False,True,0.995442708333333,0.995442708333333,True,True,True,True,True
4218,4219,False,True,0.995926680244399,0.995926680244399,True,True,True,True,True
4222,4223,False,False,0.991883116883117,0.991883116883117,True,True,True,False,False
4228,4229,False,True,0.995523906408952,0.995523906408952,True,True,True,True,True
4230,4231,False,True,0.996089294443539,0.996089294443539,True,True,True,True,True
4236,4237,False,False,0.994306628710858,0.994306628710858,True,True,True,False,False
4240,4241,False,True,0.995388579953886,0.995388579953886,True,True,True,True,True
4242,4243,False,True,0.995926680244399,0.995926680244399,True,True,True,True,True
